total_orders,returned_orders,return_rate,cancelled_orders,avg_order_value,seller_total_sales,seller_returns,seller_return_rate,avg_rating,negative_review_percent,reviews_same_seller,repeated_review_similarity,fraud_label,fraud_type
66,46,0.697,12,75952,1971,1279,0.649,1.04,54.43,1,0.056,1,SELLER_SUSPICIOUS
83,30,0.361,5,54139,1390,309,0.222,2.9,45.13,25,0.595,0,NONE
97,60,0.619,20,15126,1528,305,0.2,3.59,41.9,17,0.277,0,NONE
6,3,0.5,0,6554,1525,861,0.565,3.38,99.57,5,0.26,1,SELLER_SUSPICIOUS
68,15,0.221,18,63580,1208,487,0.403,2.91,86.21,2,0.0,0,NONE
104,63,0.606,21,57097,693,438,0.632,4.01,73.29,33,0.724,1,SELLER_SUSPICIOUS
69,32,0.464,0,715,1175,259,0.22,1.97,7.3,32,0.711,0,NONE
110,54,0.491,5,6083,821,471,0.574,1.16,39.18,18,0.452,1,SELLER_SUSPICIOUS
117,42,0.359,16,34186,1225,498,0.407,1.13,53.5,4,0.989,1,REPEATED_REVIEW
22,9,0.409,5,37833,1549,192,0.124,4.55,39.86,43,0.267,0,NONE
94,8,0.085,26,63394,1887,690,0.366,1.07,90.41,27,0.001,0,NONE
69,53,0.768,16,70667,1427,430,0.301,1.74,42.82,35,0.363,1,SELLER_SUSPICIOUS
97,21,0.216,10,19057,1456,498,0.342,2.32,10.68,31,0.339,0,NONE
22,16,0.727,5,27594,1004,206,0.205,4.13,12.25,19,0.326,0,NONE
102,34,0.333,17,18800,916,476,0.52,1.47,17.19,1,0.247,0,NONE
57,15,0.263,11,33134,80,53,0.662,1.05,51.18,1,0.836,1,SELLER_SUSPICIOUS
68,42,0.618,16,61804,1742,534,0.307,4.92,60.59,44,0.289,1,SELLER_SUSPICIOUS
50,3,0.06,13,79363,346,95,0.275,3.76,16.76,17,0.503,0,NONE
74,21,0.284,8,8820,457,238,0.521,3.19,8.74,18,0.221,0,NONE
101,22,0.218,22,6029,480,334,0.696,4.81,35.23,15,0.7,1,SELLER_SUSPICIOUS
59,26,0.441,4,41044,867,598,0.69,3.48,47.77,29,0.343,1,SELLER_SUSPICIOUS
83,28,0.337,1,64156,700,150,0.214,3.98,82.59,31,0.808,1,RETURN_ABUSE
11,0,0.0,0,20528,289,179,0.619,3.54,35.6,7,0.825,0,NONE
34,3,0.088,4,55921,975,208,0.213,2.7,96.77,47,0.3,0,NONE
68,11,0.162,15,19484,51,14,0.275,4.04,71.27,46,0.471,0,NONE
62,1,0.016,3,73402,32,14,0.438,1.8,41.24,26,0.316,0,NONE
78,24,0.308,4,51875,446,116,0.26,2.55,8.06,40,0.207,0,NONE
101,16,0.158,23,70956,1173,351,0.299,2.94,12.32,9,0.343,0,NONE
21,4,0.19,1,52067,1137,167,0.147,3.86,24.02,18,0.884,0,NONE
28,9,0.321,4,79901,515,211,0.41,4.67,32.78,9,0.89,1,REPEATED_REVIEW
33,3,0.091,1,55175,1419,887,0.625,3.32,5.45,13,0.257,0,NONE
19,11,0.579,4,27370,550,345,0.627,4.68,42.38,26,0.262,1,SELLER_SUSPICIOUS
53,17,0.321,4,63956,829,272,0.328,2.2,43.09,3,0.434,0,NONE
59,25,0.424,2,57704,1673,1069,0.639,3.97,80.51,1,0.051,0,NONE
14,5,0.357,3,66179,461,199,0.432,4.0,35.7,16,0.48,0,NONE
75,40,0.533,13,48414,685,89,0.13,3.39,48.47,45,0.38,0,NONE
71,51,0.718,3,28912,1965,458,0.233,3.45,80.56,49,0.898,1,REPEATED_REVIEW
48,32,0.667,12,20545,1771,893,0.504,2.79,12.34,28,0.429,1,SELLER_SUSPICIOUS
44,1,0.023,9,58946,1248,790,0.633,2.55,13.84,2,0.153,0,NONE
63,45,0.714,2,7989,1555,77,0.05,3.29,34.16,46,0.068,0,NONE
68,35,0.515,17,21159,142,93,0.655,2.3,19.17,32,0.855,1,REPEATED_REVIEW
10,3,0.3,2,23384,835,442,0.529,3.72,27.41,3,0.165,0,NONE
27,20,0.741,4,36610,1430,92,0.064,2.15,51.81,8,0.322,0,NONE
15,5,0.333,3,34909,491,34,0.069,2.23,26.51,10,0.93,0,NONE
112,33,0.295,9,46189,1956,962,0.492,2.21,53.25,12,0.057,0,NONE
46,12,0.261,1,31325,1128,213,0.189,4.59,58.27,19,0.923,1,REPEATED_REVIEW
85,5,0.059,7,70768,326,10,0.031,3.49,60.25,9,0.408,0,NONE
15,11,0.733,0,66775,1565,468,0.299,4.22,18.58,29,0.386,1,RETURN_ABUSE
18,5,0.278,1,9545,1704,235,0.138,2.39,93.29,24,0.388,0,NONE
13,0,0.0,1,47001,1337,245,0.183,4.45,31.6,10,0.921,0,NONE
10,0,0.0,2,8933,1337,919,0.687,2.3,67.28,21,0.518,0,NONE
89,56,0.629,6,35275,820,442,0.539,4.13,75.02,32,0.846,1,SELLER_SUSPICIOUS
46,26,0.565,9,17900,1223,543,0.444,4.92,46.63,23,0.036,0,NONE
56,39,0.696,13,41802,496,286,0.577,1.18,43.79,21,0.251,1,SELLER_SUSPICIOUS
51,32,0.627,4,24277,615,290,0.472,4.44,34.62,18,0.332,1,SELLER_SUSPICIOUS
92,71,0.772,11,17192,925,342,0.37,4.07,96.63,26,0.865,1,REPEATED_REVIEW
51,12,0.235,7,28189,934,209,0.224,2.82,48.2,23,0.265,0,NONE
84,64,0.762,11,33813,1864,1016,0.545,2.94,91.28,5,0.165,1,SELLER_SUSPICIOUS
58,12,0.207,2,68699,910,249,0.274,4.01,90.62,44,0.964,1,REPEATED_REVIEW
81,36,0.444,21,11711,1301,638,0.49,3.73,93.26,24,0.346,1,SELLER_SUSPICIOUS
27,7,0.259,5,25404,563,270,0.48,4.52,64.87,10,0.719,1,SELLER_SUSPICIOUS
45,14,0.311,9,17643,658,262,0.398,4.04,67.64,15,0.184,0,NONE
89,69,0.775,0,61965,976,420,0.43,4.98,45.03,45,0.148,1,SELLER_SUSPICIOUS
95,39,0.411,12,54410,654,143,0.219,2.37,98.58,40,0.565,1,RETURN_ABUSE
57,41,0.719,11,21336,275,96,0.349,1.35,53.84,28,0.83,1,SELLER_SUSPICIOUS
73,33,0.452,13,48853,1888,614,0.325,4.77,67.66,14,0.099,0,NONE
42,3,0.071,4,29242,1611,1124,0.698,4.72,20.48,15,0.739,0,NONE
9,4,0.444,0,37545,326,9,0.028,2.22,98.29,18,0.047,0,NONE
40,24,0.6,6,19903,1653,100,0.06,2.74,86.95,18,0.741,1,RETURN_ABUSE
67,33,0.493,8,35265,791,424,0.536,1.53,24.25,28,0.228,0,NONE
80,51,0.637,4,19677,1556,863,0.555,2.42,40.0,27,0.866,1,REPEATED_REVIEW
50,38,0.76,9,71601,313,150,0.479,2.68,70.11,9,0.585,1,SELLER_SUSPICIOUS
91,1,0.011,16,37835,1787,246,0.138,4.19,50.79,47,0.979,0,NONE
55,42,0.764,1,78027,708,379,0.535,2.44,53.62,13,0.864,1,REPEATED_REVIEW
72,15,0.208,11,3991,726,213,0.293,3.76,86.36,49,0.111,0,NONE
89,55,0.618,3,12626,1087,414,0.381,1.88,15.84,20,0.055,0,NONE
32,15,0.469,4,59842,1188,36,0.03,4.43,30.49,18,0.176,0,NONE
40,3,0.075,3,33632,1343,6,0.004,1.04,7.53,34,0.821,0,NONE
59,9,0.153,9,30492,250,121,0.484,2.84,70.97,21,0.097,0,NONE
96,29,0.302,20,1668,88,57,0.648,1.54,46.77,40,0.428,0,NONE
67,18,0.269,3,65317,1716,1015,0.591,4.57,43.28,49,0.987,1,REPEATED_REVIEW
112,9,0.08,30,17145,1868,896,0.48,4.14,48.74,28,0.927,1,REPEATED_REVIEW
60,45,0.75,5,33961,44,27,0.614,2.05,47.22,47,0.283,1,SELLER_SUSPICIOUS
97,18,0.186,0,59060,256,130,0.508,4.28,39.23,40,0.155,0,NONE
113,54,0.478,19,27807,128,84,0.656,2.89,71.29,6,0.335,1,SELLER_SUSPICIOUS
81,48,0.593,22,11248,1365,274,0.201,4.79,9.13,42,0.961,1,REPEATED_REVIEW
24,8,0.333,0,11682,277,62,0.224,3.75,74.87,5,0.995,1,REPEATED_REVIEW
75,16,0.213,6,24599,443,196,0.442,1.23,84.5,29,0.227,0,NONE
55,23,0.418,13,51512,1189,56,0.047,3.67,13.33,30,0.772,0,NONE
103,22,0.214,16,21620,1378,287,0.208,2.73,78.18,24,0.336,0,NONE
39,21,0.538,10,50751,1703,724,0.425,1.9,50.45,47,0.144,0,NONE
100,61,0.61,6,68975,873,145,0.166,4.38,7.96,28,0.863,1,REPEATED_REVIEW
43,28,0.651,1,26683,841,478,0.568,3.87,37.2,18,0.131,1,SELLER_SUSPICIOUS
63,8,0.127,8,31713,1243,254,0.204,3.4,55.04,14,0.348,0,NONE
8,3,0.375,1,20367,1247,193,0.155,3.1,68.78,23,0.12,0,NONE
42,3,0.071,7,59002,1740,139,0.08,4.79,71.12,42,0.309,0,NONE
16,6,0.375,1,31669,605,107,0.177,4.93,24.16,41,0.716,0,NONE
107,33,0.308,5,53209,64,33,0.516,4.37,3.04,37,0.46,0,NONE
71,2,0.028,9,12326,1622,508,0.313,1.8,34.78,7,0.254,0,NONE
70,3,0.043,9,7243,1572,1075,0.684,1.85,41.11,10,0.007,0,NONE
81,18,0.222,20,76811,1529,151,0.099,4.82,80.01,37,0.068,0,NONE
58,34,0.586,11,46028,1339,460,0.344,4.43,84.49,27,0.644,1,SELLER_SUSPICIOUS
40,7,0.175,0,51524,789,179,0.227,1.9,17.6,26,0.444,0,NONE
111,54,0.486,2,8918,1487,441,0.297,4.94,90.97,39,0.987,1,REPEATED_REVIEW
45,11,0.244,12,71101,372,56,0.151,4.01,56.83,45,0.002,0,NONE
9,1,0.111,0,76145,858,116,0.135,3.28,63.17,34,0.445,0,NONE
35,10,0.286,6,4380,466,19,0.041,2.29,25.81,25,0.554,0,NONE
43,16,0.372,10,43833,1936,1114,0.575,3.48,30.18,22,0.628,1,SELLER_SUSPICIOUS
83,36,0.434,16,63015,1332,789,0.592,4.23,25.18,18,0.639,1,SELLER_SUSPICIOUS
41,29,0.707,2,76925,1634,681,0.417,2.73,99.9,23,0.163,1,SELLER_SUSPICIOUS
58,37,0.638,2,73813,1711,513,0.3,3.11,46.73,5,0.65,1,SELLER_SUSPICIOUS
57,38,0.667,12,73995,1232,858,0.696,2.26,62.15,26,0.257,1,SELLER_SUSPICIOUS
46,4,0.087,6,26063,757,223,0.295,3.84,11.25,9,0.932,0,NONE
58,38,0.655,3,48497,1046,63,0.06,3.41,65.42,38,0.697,1,RETURN_ABUSE
31,0,0.0,4,56530,1145,45,0.039,1.09,9.18,47,0.646,0,NONE
69,34,0.493,2,44178,1455,614,0.422,4.07,75.18,20,0.04,0,NONE
55,1,0.018,1,61424,979,580,0.592,4.43,46.36,38,0.929,1,REPEATED_REVIEW
14,1,0.071,3,48279,521,84,0.161,1.26,97.26,49,0.981,1,REPEATED_REVIEW
9,5,0.556,1,71856,1024,345,0.337,3.86,26.81,8,0.343,0,NONE
19,10,0.526,0,69763,1464,258,0.176,4.48,89.08,16,0.459,1,RETURN_ABUSE
25,1,0.04,5,43662,1721,1113,0.647,1.98,42.13,46,0.938,1,REPEATED_REVIEW
76,7,0.092,0,13416,1242,831,0.669,2.34,25.43,21,0.76,0,NONE
24,7,0.292,1,44833,50,28,0.56,3.19,9.14,26,0.753,0,NONE
84,35,0.417,19,60777,568,341,0.6,4.79,39.66,29,0.017,0,NONE
32,15,0.469,5,12946,33,20,0.606,2.31,34.96,27,0.274,0,NONE
94,28,0.298,18,39326,1007,219,0.217,3.86,68.69,42,0.206,0,NONE
40,8,0.2,10,67117,1857,833,0.449,3.7,85.86,1,0.077,0,NONE
46,24,0.522,5,79472,86,5,0.058,3.32,61.83,2,0.071,0,NONE
86,1,0.012,11,46217,824,403,0.489,4.4,28.61,1,0.019,0,NONE
5,0,0.0,0,29799,768,477,0.621,1.84,78.89,11,0.218,0,NONE
68,43,0.632,12,41357,864,448,0.519,1.06,92.11,24,0.501,1,SELLER_SUSPICIOUS
84,15,0.179,16,67330,780,114,0.146,4.65,92.8,13,0.984,1,REPEATED_REVIEW
86,40,0.465,9,15150,1082,258,0.238,2.04,87.87,33,0.103,0,NONE
83,1,0.012,8,22898,474,131,0.276,3.18,68.4,32,0.677,0,NONE
5,3,0.6,0,39467,566,111,0.196,4.27,33.57,25,0.515,0,NONE
87,64,0.736,4,45065,1771,618,0.349,3.93,84.0,36,0.167,1,SELLER_SUSPICIOUS
40,19,0.475,4,73669,453,168,0.371,2.46,22.94,36,0.683,1,SELLER_SUSPICIOUS
107,46,0.43,6,67344,841,335,0.398,3.04,14.06,31,0.992,1,REPEATED_REVIEW
105,1,0.01,19,21155,257,141,0.549,4.92,98.56,39,0.132,0,NONE
55,19,0.345,1,17638,1340,210,0.157,4.43,81.71,4,0.631,0,NONE
11,5,0.455,2,31062,1432,336,0.235,1.39,44.93,43,0.175,0,NONE
49,8,0.163,0,70103,119,17,0.143,2.07,91.22,14,0.35,0,NONE
10,7,0.7,1,64144,354,92,0.26,2.2,45.77,49,0.823,1,RETURN_ABUSE
84,13,0.155,2,66022,645,61,0.095,1.7,4.62,42,0.91,0,NONE
24,15,0.625,0,65324,1017,460,0.452,2.06,66.29,28,0.237,1,SELLER_SUSPICIOUS
12,1,0.083,0,16233,1624,926,0.57,2.38,6.18,33,0.299,0,NONE
34,17,0.5,2,47856,1841,904,0.491,2.37,98.14,46,0.515,1,SELLER_SUSPICIOUS
55,12,0.218,6,5919,694,310,0.447,1.22,1.85,41,0.658,0,NONE
35,11,0.314,1,38341,1888,57,0.03,1.25,61.11,43,0.361,0,NONE
38,4,0.105,6,18674,1497,885,0.591,3.14,99.62,26,0.635,1,SELLER_SUSPICIOUS
28,20,0.714,5,17694,207,48,0.232,4.55,41.09,2,0.249,0,NONE
102,17,0.167,20,2647,635,435,0.685,1.07,87.35,30,0.212,0,NONE
34,7,0.206,1,21804,898,328,0.365,1.77,71.74,19,0.407,0,NONE
83,26,0.313,7,41427,45,26,0.578,2.82,51.8,42,0.751,1,SELLER_SUSPICIOUS
64,40,0.625,0,25030,248,96,0.387,1.93,81.31,26,0.178,1,SELLER_SUSPICIOUS
76,4,0.053,9,40143,1928,964,0.5,3.31,59.76,15,0.867,0,NONE
37,10,0.27,6,67806,37,17,0.459,1.22,91.17,13,0.996,1,REPEATED_REVIEW
30,15,0.5,0,61813,1412,645,0.457,4.2,45.11,24,0.594,1,SELLER_SUSPICIOUS
45,7,0.156,11,63748,1802,445,0.247,1.98,91.48,22,0.463,0,NONE
30,6,0.2,2,4481,1321,562,0.425,1.52,37.58,25,0.623,0,NONE
109,9,0.083,20,49902,1564,78,0.05,2.87,85.31,34,0.71,0,NONE
38,2,0.053,5,19062,1042,631,0.606,4.42,35.88,49,0.715,0,NONE
86,4,0.047,2,7294,140,93,0.664,2.92,97.28,28,0.614,1,SELLER_SUSPICIOUS
86,11,0.128,12,12060,1173,292,0.249,1.99,98.8,35,0.533,0,NONE
15,6,0.4,1,63137,48,14,0.292,2.64,23.43,43,0.366,0,NONE
53,31,0.585,2,25845,1707,833,0.488,3.72,82.54,26,0.98,1,REPEATED_REVIEW
82,24,0.293,15,29061,1436,805,0.561,4.08,81.09,21,0.844,1,SELLER_SUSPICIOUS
74,54,0.73,11,51215,1472,638,0.433,3.76,34.15,3,0.826,1,SELLER_SUSPICIOUS
80,1,0.013,23,19233,745,214,0.287,4.4,28.92,11,0.183,0,NONE
95,65,0.684,23,74900,442,93,0.21,2.6,98.29,31,0.503,1,RETURN_ABUSE
6,3,0.5,0,68822,1045,100,0.096,4.29,1.33,45,0.903,0,NONE
24,5,0.208,3,76261,1580,927,0.587,1.84,32.34,3,0.648,0,NONE
55,4,0.073,12,78207,1603,920,0.574,1.34,64.31,30,0.073,0,NONE
26,6,0.231,4,5292,706,437,0.619,4.27,97.89,31,0.207,0,NONE
108,32,0.296,7,35531,1989,211,0.106,3.18,8.95,12,0.297,0,NONE
110,38,0.345,24,15091,1011,171,0.169,1.52,72.0,13,0.961,1,REPEATED_REVIEW
100,14,0.14,3,48434,1368,213,0.156,2.28,76.32,18,0.127,0,NONE
11,3,0.273,1,62392,79,54,0.684,2.71,16.09,18,0.453,0,NONE
18,0,0.0,0,25476,1322,56,0.042,2.45,35.87,29,0.394,0,NONE
23,6,0.261,4,68549,1706,445,0.261,4.39,83.19,18,0.588,0,NONE
36,21,0.583,0,75782,750,325,0.433,4.18,48.65,20,0.557,1,SELLER_SUSPICIOUS
78,9,0.115,20,16382,878,399,0.454,1.68,46.07,49,0.035,0,NONE
20,2,0.1,1,76291,1467,523,0.357,2.19,67.24,43,0.377,0,NONE
21,15,0.714,0,4555,1326,403,0.304,3.92,7.66,38,0.419,0,NONE
74,38,0.514,0,70900,1144,197,0.172,4.67,58.34,45,0.853,1,REPEATED_REVIEW
18,9,0.5,1,49611,1358,796,0.586,1.51,17.85,40,0.234,0,NONE
62,47,0.758,12,78158,44,26,0.591,4.69,54.48,18,0.915,1,REPEATED_REVIEW
13,2,0.154,1,6493,105,29,0.276,1.45,0.39,11,0.802,0,NONE
116,86,0.741,18,29586,958,612,0.639,1.8,88.02,43,0.077,1,SELLER_SUSPICIOUS
6,3,0.5,0,29442,263,131,0.498,3.8,11.2,26,0.533,0,NONE
32,23,0.719,1,8814,1691,1162,0.687,4.13,16.81,14,0.487,1,SELLER_SUSPICIOUS
103,8,0.078,2,78718,1746,875,0.501,3.16,5.03,14,0.505,0,NONE
79,38,0.481,20,11934,1058,210,0.198,3.66,49.35,44,0.016,0,NONE
27,12,0.444,4,32876,390,100,0.256,3.6,30.26,8,0.626,0,NONE
85,42,0.494,1,2041,233,66,0.283,4.53,57.17,2,0.319,0,NONE
27,16,0.593,7,19153,1199,653,0.545,1.09,80.27,46,0.36,1,SELLER_SUSPICIOUS
92,5,0.054,26,77131,248,119,0.48,3.57,78.27,47,0.002,0,NONE
90,23,0.256,0,19205,575,331,0.576,1.84,7.25,7,0.403,0,NONE
38,10,0.263,5,21725,694,115,0.166,4.79,25.86,18,0.316,0,NONE
96,23,0.24,7,39720,1499,99,0.066,4.09,80.32,30,0.52,0,NONE
67,46,0.687,4,19962,658,423,0.643,1.76,36.67,28,0.047,1,SELLER_SUSPICIOUS
57,37,0.649,3,6109,1407,111,0.079,3.01,49.33,5,0.554,1,RETURN_ABUSE
99,19,0.192,18,75491,399,262,0.657,3.66,21.55,34,0.544,0,NONE
62,8,0.129,15,58908,835,172,0.206,4.19,72.01,44,0.557,0,NONE
43,14,0.326,10,63579,1117,190,0.17,2.55,3.72,28,0.663,0,NONE
115,77,0.67,32,46307,1437,338,0.235,4.41,15.66,41,0.462,0,NONE
52,1,0.019,11,28969,1817,762,0.419,2.21,63.82,30,0.671,0,NONE
115,1,0.009,28,17108,1757,737,0.419,4.85,77.51,33,0.844,0,NONE
112,18,0.161,31,47758,276,32,0.116,2.78,14.16,17,0.432,0,NONE
61,41,0.672,1,67813,1242,462,0.372,2.28,86.81,25,0.294,1,SELLER_SUSPICIOUS
66,45,0.682,1,59145,1694,1031,0.609,1.09,63.12,46,0.382,1,SELLER_SUSPICIOUS
58,36,0.621,7,51221,1907,1102,0.578,4.24,36.18,47,0.484,1,SELLER_SUSPICIOUS
84,8,0.095,0,11183,1156,204,0.176,3.31,64.77,10,0.685,0,NONE
119,12,0.101,0,9991,844,238,0.282,1.33,19.33,49,0.315,0,NONE
15,11,0.733,1,25996,708,176,0.249,4.92,38.64,36,0.509,1,RETURN_ABUSE
94,55,0.585,7,23412,75,3,0.04,4.6,66.48,35,0.645,1,RETURN_ABUSE
35,5,0.143,6,62647,1863,1103,0.592,4.47,41.41,33,0.268,0,NONE
68,38,0.559,11,56826,659,54,0.082,4.1,44.68,26,0.541,0,NONE
109,76,0.697,22,55146,1335,344,0.258,2.86,24.02,13,0.629,1,RETURN_ABUSE
118,27,0.229,26,51330,242,32,0.132,4.32,66.4,9,0.193,0,NONE
100,13,0.13,26,58508,1376,84,0.061,3.33,94.78,43,0.106,0,NONE
17,11,0.647,2,39244,1414,98,0.069,4.57,73.29,32,0.557,1,RETURN_ABUSE
113,38,0.336,21,32625,411,51,0.124,4.0,69.34,42,0.443,0,NONE
114,26,0.228,7,67567,1405,380,0.27,3.74,88.24,29,0.583,0,NONE
20,0,0.0,2,19307,1547,165,0.107,2.65,29.92,36,0.048,0,NONE
48,11,0.229,6,23106,604,175,0.29,2.54,91.54,18,0.797,1,RETURN_ABUSE
10,1,0.1,2,21095,1206,225,0.187,2.05,43.61,5,0.948,0,NONE
12,8,0.667,1,63821,775,85,0.11,3.94,25.21,12,0.076,0,NONE
74,58,0.784,19,632,810,313,0.386,1.5,52.95,46,0.714,1,SELLER_SUSPICIOUS
12,3,0.25,2,4634,1336,689,0.516,5.0,62.24,33,0.064,0,NONE
58,43,0.741,1,10981,986,112,0.114,1.13,49.92,7,0.062,0,NONE
65,2,0.031,5,1567,147,29,0.197,4.8,26.8,20,0.702,0,NONE
49,26,0.531,10,61745,334,176,0.527,4.07,65.79,10,0.449,1,SELLER_SUSPICIOUS
74,58,0.784,8,28437,1015,356,0.351,3.49,54.01,12,0.127,1,SELLER_SUSPICIOUS
23,2,0.087,1,76456,518,319,0.616,1.04,19.48,8,0.269,0,NONE
56,42,0.75,6,42995,708,368,0.52,3.42,29.89,46,0.238,1,SELLER_SUSPICIOUS
53,35,0.66,4,75879,555,310,0.559,1.1,22.18,17,0.963,1,REPEATED_REVIEW
75,32,0.427,6,53515,30,8,0.267,1.34,80.76,36,0.56,1,RETURN_ABUSE
17,6,0.353,2,39389,248,166,0.669,1.83,87.41,34,0.799,1,SELLER_SUSPICIOUS
35,12,0.343,1,26458,546,312,0.571,1.62,22.57,11,0.472,0,NONE
20,6,0.3,4,23832,1636,939,0.574,3.94,8.0,8,0.842,1,SELLER_SUSPICIOUS
70,40,0.571,10,64971,592,25,0.042,1.3,25.04,6,0.5,0,NONE
111,65,0.586,18,18233,1668,164,0.098,2.35,51.9,9,0.086,0,NONE
69,50,0.725,5,48637,111,10,0.09,2.34,52.18,20,0.295,0,NONE
71,17,0.239,8,7361,818,474,0.579,3.22,0.16,36,0.955,1,REPEATED_REVIEW
57,16,0.281,1,6122,1897,1029,0.542,3.79,56.01,37,0.341,0,NONE
30,22,0.733,6,23495,180,13,0.072,1.68,63.68,46,0.707,1,RETURN_ABUSE
20,7,0.35,3,37776,1775,519,0.292,3.28,88.17,33,0.913,1,REPEATED_REVIEW
90,21,0.233,13,6756,1134,140,0.123,1.2,19.11,27,0.356,0,NONE
82,23,0.28,2,70882,646,318,0.492,2.93,39.03,14,0.029,0,NONE
48,28,0.583,10,66436,827,176,0.213,3.2,94.45,11,0.52,1,RETURN_ABUSE
102,73,0.716,9,27486,911,453,0.497,4.6,78.19,23,0.087,1,SELLER_SUSPICIOUS
113,36,0.319,5,21300,409,21,0.051,3.65,59.02,15,0.502,0,NONE
55,23,0.418,15,54713,1289,738,0.573,3.16,81.84,36,0.286,1,SELLER_SUSPICIOUS
42,10,0.238,11,36325,570,138,0.242,4.27,54.93,13,0.525,0,NONE
62,23,0.371,8,27251,1330,822,0.618,2.02,40.71,2,0.756,1,SELLER_SUSPICIOUS
7,2,0.286,0,12086,1099,202,0.184,2.64,89.86,10,0.19,0,NONE
61,6,0.098,14,20869,613,371,0.605,2.63,42.89,20,0.418,0,NONE
30,6,0.2,5,64120,1438,64,0.045,3.29,44.19,2,0.388,0,NONE
65,22,0.338,3,11845,1684,864,0.513,3.59,87.33,11,0.063,0,NONE
99,54,0.545,12,29877,1379,421,0.305,3.62,23.32,35,0.309,0,NONE
41,16,0.39,9,14377,1338,41,0.031,2.41,54.35,10,0.79,0,NONE
18,11,0.611,1,16275,819,425,0.519,3.96,66.19,42,0.295,1,SELLER_SUSPICIOUS
34,23,0.676,6,34234,327,90,0.275,2.21,45.93,49,0.798,1,RETURN_ABUSE
88,52,0.591,18,62107,576,392,0.681,1.93,70.89,12,0.13,1,SELLER_SUSPICIOUS
43,8,0.186,5,64710,1091,637,0.584,1.97,46.86,16,0.772,1,SELLER_SUSPICIOUS
41,6,0.146,2,27113,184,124,0.674,3.38,8.97,8,0.09,0,NONE
37,1,0.027,3,72879,1125,362,0.322,4.73,34.46,4,0.664,0,NONE
81,24,0.296,12,67461,784,175,0.223,1.68,11.32,28,0.639,0,NONE
107,9,0.084,0,15901,616,392,0.636,1.3,99.28,5,0.287,0,NONE
26,8,0.308,6,5690,587,406,0.692,4.85,17.56,6,0.572,0,NONE
67,8,0.119,16,53972,1862,699,0.375,1.66,28.52,41,0.544,0,NONE
62,13,0.21,3,60648,1890,1051,0.556,4.23,4.99,12,0.43,0,NONE
108,41,0.38,4,71696,658,337,0.512,3.35,13.83,1,0.482,0,NONE
69,14,0.203,3,22919,1181,342,0.29,4.75,80.51,48,0.564,0,NONE
107,60,0.561,9,28841,1895,1088,0.574,1.43,68.84,15,0.286,1,SELLER_SUSPICIOUS
99,22,0.222,15,3456,1953,991,0.507,2.86,43.33,31,0.818,1,SELLER_SUSPICIOUS
77,9,0.117,7,6958,1989,708,0.356,1.4,5.45,11,0.796,0,NONE
77,1,0.013,4,3703,375,53,0.141,4.74,59.76,22,0.482,0,NONE
78,33,0.423,10,48465,1321,837,0.634,1.94,5.99,32,0.214,0,NONE
80,0,0.0,20,33851,451,305,0.676,1.36,51.15,8,0.935,1,REPEATED_REVIEW
73,49,0.671,18,54937,1422,138,0.097,1.64,96.8,21,0.591,1,RETURN_ABUSE
54,9,0.167,1,76177,1244,114,0.092,4.35,30.99,6,0.072,0,NONE
94,16,0.17,18,44016,1222,752,0.615,1.43,50.82,16,0.275,0,NONE
108,74,0.685,31,31885,587,277,0.472,4.49,81.46,42,0.532,1,SELLER_SUSPICIOUS
27,14,0.519,4,46284,1877,143,0.076,1.61,26.4,41,0.083,0,NONE
89,31,0.348,21,5422,316,111,0.351,1.77,19.11,40,0.704,0,NONE
41,8,0.195,0,68060,349,182,0.521,3.14,85.45,47,0.932,1,REPEATED_REVIEW
42,11,0.262,0,68547,1718,449,0.261,3.64,51.07,29,0.93,1,REPEATED_REVIEW
115,13,0.113,33,16804,1353,30,0.022,4.23,0.37,18,0.422,0,NONE
67,18,0.269,7,16591,1179,222,0.188,4.05,76.53,22,0.231,0,NONE
21,13,0.619,2,52220,721,349,0.484,2.66,97.79,11,0.927,1,REPEATED_REVIEW
57,10,0.175,7,28814,703,423,0.602,1.4,81.22,48,0.048,0,NONE
89,51,0.573,19,39919,855,204,0.239,3.62,38.22,9,0.698,1,RETURN_ABUSE
30,5,0.167,6,3846,107,57,0.533,3.28,38.27,22,0.306,0,NONE
77,32,0.416,13,17776,1411,83,0.059,1.29,29.04,24,0.137,0,NONE
17,10,0.588,1,79571,62,7,0.113,1.37,46.81,20,0.36,0,NONE
84,58,0.69,20,34225,1022,560,0.548,3.13,39.97,12,0.642,1,SELLER_SUSPICIOUS
96,22,0.229,13,36145,1506,745,0.495,3.41,6.07,44,0.436,0,NONE
99,61,0.616,24,12713,1131,312,0.276,3.69,50.87,33,0.935,1,REPEATED_REVIEW
50,8,0.16,1,48428,1386,132,0.095,2.72,47.07,16,0.369,0,NONE
113,60,0.531,14,27828,681,130,0.191,1.33,92.85,18,0.404,1,RETURN_ABUSE
86,66,0.767,9,37412,1530,622,0.407,1.95,66.14,11,0.831,1,SELLER_SUSPICIOUS
75,18,0.24,14,67542,130,75,0.577,3.7,24.87,9,0.806,1,SELLER_SUSPICIOUS
43,25,0.581,1,3310,488,8,0.016,4.61,7.33,17,0.551,0,NONE
69,17,0.246,18,66688,1723,620,0.36,1.31,73.27,4,0.383,0,NONE
